#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu3129	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	78.750	99	1.09e-75	271	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3130	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3131	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	80.503	98	1.73e-79	285	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3133	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3134	Heterostegina_depressa_sp1	Heterostegina_depressa_sp1	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3135	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3136	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	83.692	100	1.32e-93	331	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3137	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	82.919	100	5.59e-92	326	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3138	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	76.543	99	2.25e-65	237	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3139	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	81.734	100	2.92e-89	317	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3140	Micrometula_sp._17554	Micrometula_sp._17554	N/A	81.605	92	4.95e-80	287	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3141	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	90.093	100	3.56e-126	439	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3142	Spiroplectammina_sp._12209	Spiroplectammina_sp._12209	N/A	95.806	96	1.24e-144	501	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3143	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.373	100	3.52e-126	439	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3146	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	95.975	100	1.09e-151	525	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3147	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	79.938	99	6.03e-79	282	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3151	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	92.570	100	6.00e-136	471	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3153	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	95.899	98	1.97e-148	514	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3154	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	87.926	100	2.10e-116	407	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3155	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	78.328	100	1.33e-74	268	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3158	Cribrostomoides_sp._17496	Cribrostomoides_sp._17496	N/A	78.135	96	1.24e-68	248	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3159	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.994	100	1.96e-129	451	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3161	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	78.947	100	2.57e-77	277	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3162	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	93.168	99	3.33e-139	482	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3163	Glabratella_sp._17918	Glabratella_sp._17918	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3164	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3165	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	94.408	94	2.10e-135	470	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3166	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	86.068	100	1.23e-106	375	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3167	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	77.370	99	1.24e-68	248	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3169	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	95.356	100	8.33e-147	508	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3170	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.410	100	1.24e-144	500	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3171	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3172	Glabratella_sp._17918	Glabratella_sp._17918	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3173	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3175	Lobatula_lobatula_17944	Lobatula_lobatula_17944	N/A	91.615	99	3.80e-132	460	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3176	Planorbulinella_sp._17893	Planorbulinella_sp._17893	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3178	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3179	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	89.688	98	3.33e-120	420	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3181	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.170	98	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3182	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	97.170	98	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3184	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.118	100	1.84e-142	494	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3185	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	86.646	99	2.40e-109	384	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3186	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.462	100	4.32e-68	246	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3189	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3190	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	79.205	100	6.82e-72	259	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3193	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3194	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	89.241	98	1.16e-119	417	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3195	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	75.000	99	3.81e-56	206	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3196	Micrometula_sp._17554	Micrometula_sp._17554	N/A	81.562	99	1.24e-87	312	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3197	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.462	100	4.32e-68	246	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3200	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	88.599	95	3.80e-113	397	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3202	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3204	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.214	100	4.92e-156	539	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3205	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	89.164	100	7.83e-122	425	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3206	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	93.808	100	1.84e-142	493	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3208	Psammophaga_sp1_19298	Psammophaga_sp1_19298	N/A	78.114	93	5.26e-67	243	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3209	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.947	100	2.57e-77	277	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3211	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	91.331	100	1.33e-131	457	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3212	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	96.273	99	8.92e-153	527	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3213	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	79.257	100	2.11e-78	281	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3214	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	81.366	99	1.24e-87	311	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3215	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3216	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	87.888	99	7.34e-116	406	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3217	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	84.026	97	1.31e-93	331	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3219	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	77.778	100	1.01e-69	251	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3220	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	95.031	100	2.39e-147	509	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3222	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	95.666	100	1.32e-150	520	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3223	Glabratella_sp._17918	Glabratella_sp._17918	N/A	88.235	100	4.94e-118	412	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3224	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.630	99	6.03e-79	282	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3225	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	88.545	100	4.06e-119	416	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3227	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	95.765	96	6.36e-142	492	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3228	Peneroplis_sp1	Peneroplis_sp1	N/A	93.769	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3229	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.331	100	1.61e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3230	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.857	100	1.41e-137	478	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3231	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	90.062	99	1.24e-125	437	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3233	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	91.586	96	1.02e-126	441	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3234	Glabratella_sp._17918	Glabratella_sp._17918	N/A	94.969	98	3.55e-145	502	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3239	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	92.880	96	4.63e-131	456	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3241	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	85.061	99	2.25e-103	364	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3243	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	79.141	99	2.89e-70	253	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3244	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3246	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3247	Psammina_limbata_18230	Psammina_limbata_18230	N/A	76.161	99	1.17e-62	229	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3248	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.193	99	7.35e-78	279	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3249	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	89.130	100	2.73e-121	424	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3251	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.410	100	1.50e-143	497	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3252	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	92.557	96	5.64e-130	452	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3253	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	84.142	96	3.12e-95	337	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3254	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	85.404	100	6.31e-104	365	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3256	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	92.038	97	1.61e-130	454	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3257	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.508	100	1.15e-157	544	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3258	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.925	99	1.09e-132	461	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3259	Glabratella_sp._17918	Glabratella_sp._17918	N/A	99.381	99	6.88e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3263	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.260	99	3.80e-132	460	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3264	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3265	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3267	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.571	99	1.24e-68	249	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3268	Glabratella_sp._17918	Glabratella_sp._17918	N/A	89.474	100	1.84e-123	430	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3269	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.769	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3270	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.885	100	5.97e-155	535	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3272	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	96.452	96	8.36e-147	508	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3273	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.262	100	3.09e-152	526	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3277	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.427	100	4.33e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3278	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	88.545	100	4.06e-119	416	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3279	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	99.071	100	2.91e-165	570	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3280	Rosalina_sp._17595	Rosalina_sp._17595	N/A	91.331	100	1.33e-131	457	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3284	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	94.481	96	4.03e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3285	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.769	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3286	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.742	96	3.11e-152	526	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3287	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.419	96	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3288	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	88.715	99	1.41e-118	414	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3289	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.189	100	1.16e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3290	Rosalina_sp._17595	Rosalina_sp._17595	N/A	95.975	100	1.09e-151	525	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3291	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	91.883	96	3.52e-126	440	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3292	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	90.966	100	6.82e-129	449	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3294	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3295	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3296	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	79.141	99	2.89e-70	253	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3297	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	77.846	100	2.24e-65	237	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3300	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	99.379	100	2.38e-166	572	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3301	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	93.808	100	1.84e-142	493	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3304	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	80.923	99	7.85e-84	299	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3306	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.769	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3308	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3309	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3311	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	82.484	97	8.38e-90	319	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3312	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	96.285	100	2.56e-153	529	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
